Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,VNQ
2021-09-20,-0.016815006555291667,-0.020879797272743694,-0.02406460514764941,-0.018682757535421146,-0.02723134963062357,0.012325309449291666,0.003097894355537534,0.007118755657040232,-0.006127833921838466
2021-09-21,-0.0009447833466049715,0.0012299051824706808,0.0015181060832398785,0.009823749743238075,0.007374106343791542,-0.0008607496975354678,-7.343716115837395e-05,0.006646896542603642,0.00047280140691441375
2021-09-22,0.009707438266307378,0.00929708341624469,0.01541942796873741,0.005000494971466374,0.01243252787903959,0.0059466735773394674,0.0027951779580774883,-0.003740999554961988,0.0096881055628808
2021-09-23,0.012076687182166701,0.009184578834211976,0.017545590163448033,0.010790843062797428,0.00781393187054169,-0.022856101945780694,-0.00692862666530214,-0.011613566243419804,-0.001967588113671148
2021-09-24,0.0016460493722210146,0.0009378060883422634,-0.004834711949077253,-0.00941993474667946,-0.011941013761290975,-0.009821858245508075,-0.0021470834349388568,-0.0012850982867504968,-0.010750176196069994
2021-09-27,-0.002865117819971452,-0.008013986810028406,0.015084086718464285,-0.0006230083404270559,0.006477561639094631,-0.0036819095077795794,-0.0005184191592952914,0.0020798706668898603,-0.013541615792087569
2021-09-28,-0.020357702818273538,-0.028705828155320745,-0.023006012084619165,-0.022048025226787615,-0.012997355795341559,-0.01570012496178741,-0.010736217130302705,-0.009763940911599711,-0.006791311856573223
2021-09-29,0.0016816211503618561,-0.0016407050796409806,-0.002126286861064308,-0.002295721623762681,-0.009359926362413784,0.0017338628686864865,-0.00022452158624197693,-0.004514933012786493,0.00746811742773712
2021-09-30,-0.012297443498869853,-0.0036807932725855252,-0.00941837113437316,-0.003965783195635453,0.007971465781047016,-0.00013834620813746312,-0.0026278666628529734,0.017816984307014394,-0.016661509494015903
2021-10-01,0.011814037807407196,0.006182441822455864,0.01600829161743267,0.00243263538456695,-0.000992890473430208,0.008379836531974938,0.007242002754538568,0.002250511092103835,0.014049018137259672
2021-10-04,-0.012979838269281174,-0.02121273688029479,-0.00912914119421071,-0.01054153025750093,-0.014812140314002242,-0.0025482830452006056,-0.0016466867819673325,0.004667408258472783,0.0001937817774910755
2021-10-05,0.010351087854954422,0.013408426851175825,0.0034444934739772393,0.006826107178442342,0.007032920910183815,-0.009703605926119963,-0.004127675043874568,-0.004667408258472783,-0.00690078476599254
2021-10-06,0.00414759292042266,0.00638739031080604,-0.0052164901573279465,-0.006696967562585421,-0.005622443321319004,0.0056255011741352945,0.00030065402442147615,0.0026697573525336082,0.009512593034247452
2021-10-07,0.008608472284026725,0.009133448185580484,0.015300514905431939,0.00772316901255099,0.01934461067733695,-0.010512653235371872,-0.004445577885312524,-0.005285683868044622,0.002701510052425249
2021-10-08,-0.001825446165164557,-0.004999058931929312,-0.0075533777719165585,-0.00012814602663802077,0.0037456022992157223,-0.0070239987675408955,-0.004617478687764631,0.0004262740437868118,-0.009487075360419261
2021-10-11,-0.007266081535881597,-0.00769934469352318,-0.00574818830521906,-0.003211182261617651,-0.001969634039618917,-0.002540421722319053,-0.0018981516789189357,-0.0018893655741347715,0.0025257257723678705
2021-10-12,-0.0024646830044270374,-0.0034938892542557554,0.005477254232341799,0.0005145928535528199,-0.0051395166863486,0.01695521190456173,0.006364188266727133,0.004504271350483258,0.013012908760131836
2021-10-13,0.0035912496085721557,0.007976022363664015,0.004728884659940924,0.009852372999627157,0.013776968779828813,0.009679521574725847,0.005048355806420268,0.01763773443447203,0.007251933368464414
2021-10-14,0.016680852528071277,0.018249104752817935,0.014717752657104732,0.009882134599707548,0.0031229115659758833,0.0037089953045610358,0.004723011575721969,0.002443480858075553,0.012096116533816925
2021-10-15,0.0075869844980100964,0.006280886605125602,-0.003148199739274382,0.008286380514959113,0.012008592477829705,-0.005844104448751608,-0.003597028539997993,-0.01602049176485476,-0.0007518059518822895
2021-10-18,0.0029559589225902627,0.01000565539655529,-0.0005775384856567811,-0.004260250606360927,-0.0025061395970866762,0.00467752608454397,-0.0008256248538902611,-0.002482990902389126,0.0025349861534307294
2021-10-19,0.007685338582084533,0.007538746795422213,0.0037257382249311632,0.00600913103149292,0.013230066614039693,-0.013890166081948152,-0.00549926567123471,0.0032085191864092977,0.0004686800815409953
2021-10-20,0.003920129803979933,-0.001305652113009259,0.006619262533987147,0.0034888339182872485,-0.00019043384647288164,-0.006773029977345857,-0.0024200842408559353,0.008725778175469046,0.015622446617711283
2021-10-21,0.002604668581966507,0.006088168959385243,0.0025476471014833635,-0.004737706100002015,-0.006498727075460398,-0.0011919573040719555,-0.002122918141597374,-0.0008991093021597507,0.0013830487427233251
2021-10-22,-0.0010367473306107655,-0.008437727024316999,-0.0023716870865682083,0.005980568212729409,-0.0021113517335056287,0.010952628356392324,0.004013748924215577,0.006098334452754983,0.004688058484990876
2021-10-25,0.005348517091881,0.010185864692664026,0.009453396684775406,-0.0019896994647483623,0.005174905361599702,-0.0015273792799499475,0.00045379345783391756,0.006890365329616621,0.00320471566475522
2021-10-26,0.00089962945574662,0.003143689859363974,-0.00756454524236716,0.0019896994647483623,-0.005174905361599702,0.008234716382669482,0.004296635394961612,-0.007427027125168628,0.002738533115087982
2021-10-27,-0.004439988265469985,0.0023185660060924818,-0.01856121283795087,-0.0039830315776017144,-0.008103452677670209,0.0180309097570186,0.006074512945351884,0.0026206236403645278,-0.008514182994633579
2021-10-28,0.009602585127099772,0.011043890111885446,0.019745628460963616,0.009680980833034702,0.0009680898735999754,-0.003389941028258292,-0.001496821404818327,-0.0002379136626089462,0.013878618206974558
2021-10-29,0.0020271202005783806,0.00490711916133435,-0.0002629636372741828,-0.0058223213139960706,-0.014621527189606187,0.003051568209381017,-0.0005239190475796462,-0.00854429930170042,-0.011307683992184181
2021-11-01,0.0017187952167025955,0.0034128963722581673,0.02558528303296903,0.009643986294016749,0.007824883154332607,-0.007225821728458648,-0.0017880994811347861,0.005207004497418843,0.0049401750225426255
2021-11-02,0.004034814987195823,0.004172623991141933,0.0020920094319354376,-0.0020939358940159636,-0.009003944098383343,0.004428803980266238,0.0038280323513602,-0.0021513131388868345,0.004734132461703844
2021-11-03,0.006086703411916972,0.010559675237596267,0.017713782076866025,0.008105244502806919,0.004707757620252995,-0.010387855100884913,-0.002550462386835761,-0.008350148277322944,0.0033550087204332613
2021-11-04,0.0047014390416189045,0.012737196420119723,-0.00037716413161881235,-0.0006116611784552362,-0.0023511926000843175,0.010455432177890245,0.005243550207895353,0.011277125295739765,-0.009550291932791666
2021-11-05,0.0034638409352316657,0.0009534937981339198,0.013573261725149166,0.0014673369499842437,-0.0011775040761179412,0.01484562556803759,0.007294890799276033,0.012978359326946354,0.005104797927741878
2021-11-08,0.0008530776413868679,-0.0013554571360483436,0.003097049550460973,-0.00012224135654204105,0.009187762255415066,-0.0018772217636096045,-0.0023017592059151326,0.0035851848469015124,-0.000818624153736458
2021-11-09,-0.0033107060413408718,-0.006907158181985729,-0.0058300116220477705,-0.0022023565639086584,-0.0038995013930192,0.012934137770846732,0.0026728391363910475,0.004916006634196002,0.0017274027142581971
2021-11-10,-0.008077418544997883,-0.0148061357057383,-0.015883273966820433,-0.012200488325316172,-0.004110756786277925,-0.01845172056399491,-0.010284378517172676,0.010800248284572156,-0.004643748035487505
2021-11-11,0.00032347451738079513,0.002768865655806252,0.008014996888749515,0.0035893115366762984,0.017114290673366117,-0.0014860854425489123,-0.002850625038944621,0.005586453042739414,0.0016416057600228129
2021-11-12,0.007518581296501736,0.010467647511703149,0.0010024727685395973,0.005421492908886272,0.002696074374191504,-0.004402294602408041,-0.0010520873460544422,0.00189346149789138,-0.0007294281431979854
2021-11-15,0.0003423084433533674,-0.00022818558455650617,-0.003974495344031048,-0.0018446886363658876,-0.003274538638086799,-0.012635934438912422,-0.007623989038101797,-0.0015489449243064612,0.006996584867714262
2021-11-16,0.003949945710239433,0.007095969476606179,0.0018429023363335517,-0.0022187005483242928,0.0013497258050958472,-0.0025466982382393866,-0.0016686833321646333,-0.0072601560044773805,-0.006631846165774391
2021-11-17,-0.002432298712981229,0.0005280622368539767,-0.01318333037346786,-0.001234533415953365,-0.005215975869949485,0.007893787898439086,0.004014936436677274,0.009095692432078195,0.0030944184503400862
2021-11-18,0.0033907831135220334,0.010308288035964175,-0.004248871192429782,0.0009877927144374965,-0.012277214644872192,0.003753496570410242,0.002265148406023876,-0.0032143154449517652,0.000181505780464164
2021-11-19,-0.0017897012510266208,0.005560182085576848,-0.009153617764936506,-0.00855188639411164,-0.001569865775862933,0.01050238128141423,0.0037643010290207,-0.007675708262916636,-0.00592266900234506
2021-11-22,-0.0028193137847525307,-0.011677343963045317,-0.00426303392280758,-0.005867274025750824,-0.008084663212995391,-0.011797900666465466,-0.00875503695151636,-0.02267561664312101,-0.004947416537699922
2021-11-23,0.0013252828050518417,-0.004568160832690182,-0.0017275762612145584,-0.001002034301683885,-0.0009903339784766985,-0.01456474083304915,-0.0071507035711588784,-0.008690053468478176,0.008049772110449993
2021-11-24,0.00266615990257435,0.0032149241447800847,0.0010801374301498967,-0.006664621259192316,-0.001388100289635652,0.01592821348940099,0.004798603530101531,-0.0009569597921075257,0.012044612828942647
2021-11-26,-0.02255582650137189,-0.01914079005528979,-0.038426414491776306,-0.027241415254130708,-0.0341137979592987,0.024954754724217487,0.008096956550728507,-0.001616846252669113,-0.028209311924569214
2021-11-29,0.01219210114389746,0.02147048431962517,-0.0006286405418594043,0.005043827778345111,0.003894017368601066,-0.008070174898573867,0.0006783275050183946,-0.0013795005365553337,0.007380005950196278
2021-11-30,-0.019649472972320225,-0.014795468369285913,-0.020595847864768757,-0.008810775472896104,-0.0010233415375187072,0.015087542601292192,0.0021817368162846407,-0.006744546424564568,-0.01911552344003553
2021-12-01,-0.01116915049696221,-0.01715923973989142,-0.02276246629472478,-0.005742503657701903,0.0036787887487550464,0.006149847076055259,0.00014300145997481195,0.003980006790396118,-0.01662587087845324
2021-12-02,0.015200050881352567,0.007181209757749052,0.027517954411848677,0.012357708036701887,0.012165566084969992,0.0012465820686946572,0.0023307591332661914,-0.005552205835400947,0.0295639766584177
2021-12-03,-0.008739145861516029,-0.017541686854967153,-0.020741711547241692,-0.0041454579661230895,-0.014207686074286574,0.011861594035824652,0.008301979193618969,0.008376819081740372,-0.003334882509268944
2021-12-06,0.01177354545680842,0.007981234386540415,0.019874688352135905,0.009560781016739739,0.007737673488339425,-0.013830141009185226,-0.005077606894802855,-0.002463595385072459,0.017385564036525913
